"Cruise_Name","cruise","dive_number","Dive_ID","start_date_time_UTC","end_date_time_UTC","Annotation_ID","Annotation_Source","creator","modifier","modified_date_UTC","Comment","To_Be_Reviewed","positive_reviews","total_reviews","Geoform","Geoform_Origin","Geoform_Type","annotation_type","Taxon_Path","Taxonomy","Taxon","Kingdom","Phylum","Subphylum","Superfamily","Family","Subfamily","Superclass","Class","Superorder","Order","Genus","Species","ROV1_tempC","ROV1_tempC_time","ROV1_tempC_SBE","ROV1_tempC_SBE_time","ROV1_lat_dd","ROV1_lon_dd","ROV1_O2_mgL","ROV1_O2_mgL_time","ROV1_S_psu_time","ROV1_S_psu","ROV1_t_FTU","ROV1_t_FTU_time","ROV1_depth_m","ROV1_depth_m_time"
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:23:39,2018-06-10 20:23:39,"1559323","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:24:37,"Carbonate:Ctenophora Tentaculata Platyctenida:Arthropoda Crustacea Malacostraca Decapoda:OverhangVideo highlight:","false","","","","","","biological","Biota / Animalia / Ctenophora / Tentaculata / Platyctenida ","WoRMS","Platyctenida","Animalia","Ctenophora","","",NA,"","","Tentaculata","","Platyctenida",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:23:39,2018-06-10 20:23:39,"1559383","SeaScribe","cheryl_morrison","cheryl_morrison",2018-06-10 20:26:59,"Chordata Chondrichthyes Holocephali Chimaeriformes:","false","","","","","","biological","Biota / Animalia / Chordata / Holocephali / Chimaeriformes ","WoRMS","Chimaeriformes","Animalia","Chordata","","",NA,"","","Holocephali","","Chimaeriformes",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:25:58,2018-06-10 20:25:58,"1559343","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:26:37,"Annelida:","false","","","","","","biological","Biota / Animalia / Annelida ","WoRMS","Annelida","Animalia","Annelida","","",NA,"","",NA,"",NA,NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:25:58,2018-06-10 20:25:58,"1559353","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:26:47,"Cnidaria Anthozoa Hexacorallia Actiniaria:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria ","WoRMS","Actiniaria","Animalia","Cnidaria","","",NA,"","","Anthozoa","","Actiniaria",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:26:57,2018-06-10 20:26:57,"1559413","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:27:50,"Arthropoda Crustacea Malacostraca Decapoda Peracarida Amphipoda:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Amphipoda ","WoRMS","Amphipoda","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Amphipoda",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:26:57,2018-06-10 20:26:57,"1559423","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:28:08,"Chordata Tunicata Appendicularia Copelata: my uncle Wally","false","","","","","","biological","Biota / Animalia / Chordata ","WoRMS","Tunicata","Animalia","Chordata","","",NA,"","",NA,"",NA,NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:27:28,2018-06-10 20:27:28,"1559483","SeaScribe","cheryl_morrison","cheryl_morrison",2018-06-10 20:31:13,"MOLLUSCA Bivalvia:Bathymodiolus many live:","false","","","","","","biological","Biota / Animalia / Mollusca / Bivalvia / Mytilida / Mytilidae / Bathymodiolus","WoRMS","Bathymodiolus","Animalia","Mollusca","","","Mytilidae","","","Bivalvia","","Mytilida","Bathymodiolus","","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:28:12,2018-06-10 20:28:12,"1559453","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:28:55,"Arthropoda Crustacea Malacostraca Decapoda: swim for your lives!","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Decapoda","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:28:12,2018-06-10 20:28:12,"1559473","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:29:35,"MOLLUSCA Bivalvia: you guys are toast","false","","","","","","biological","Biota / Animalia / Mollusca / Bivalvia ","WoRMS","Bivalvia","Animalia","Mollusca","","",NA,"","","Bivalvia","",NA,NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:32:40,2018-06-10 20:32:40,"1559533","SeaScribe","leslie_sautter","leslie_sautter",2018-06-10 20:33:26,"Mollusca Gastropoda: grazing and bioturbating","false","","","","","","biological","Biota / Animalia / Mollusca / Gastropoda ","WoRMS","Gastropoda","Animalia","Mollusca","","",NA,"","","Gastropoda","",NA,NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:32:48,2018-06-10 20:32:48,"1559523","SeaScribe","cheryl_morrison","cheryl_morrison",2018-06-10 20:33:08,"Chordata Chondrichthyes Elasmobranchii:megalodon!","false","","","","","","biological","Biota / Animalia / Chordata / Elasmobranchii ","WoRMS","Elasmobranchii","Animalia","Chordata","","",NA,"","","Elasmobranchii","",NA,NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","test","1193",2018-06-10 20:33:52,2018-06-10 20:33:52,"1559553","SeaScribe","cheryl_morrison","cheryl_morrison",2018-06-10 20:44:11,"Cnidaria Hydrozoa  Siphonophorae:","false","","","","","","biological","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae ","WoRMS","Siphonophorae","Animalia","Cnidaria","","",NA,"","","Hydrozoa","","Siphonophorae",NA,"","",NA,"",NA,"","","",NA,NA,"","",NA,"",NA
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:18:19,2018-06-14 14:18:19,"1586074","SeaScribe","michael_vecchione","michael_vecchione",2018-06-14 14:18:31,"Chordata Actinopterygii Elopmorpha Anguilliformes:","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Anguilliformes ","WoRMS","Anguilliformes","Animalia","Chordata","","",NA,"","","Teleostei","","Anguilliformes",NA,"","",NA,"3.8651",2018-06-14 14:18:18,"32.052329","-76.84478","8.05007",2018-06-14 14:18:18,2018-06-14 14:18:18,"34.97075","",NA,"1732.5354",2018-06-14 14:18:18
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:27:22,2018-06-14 14:27:22,"1586174","SeaScribe","tara_luke","lauren_walling",2018-08-17 21:45:50,"Arthropoda Crustacea Malacostraca Decapoda Peracarida Isopoda: ","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Isopoda ","WoRMS","Isopoda","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Isopoda",NA,"","",NA,"3.85783",2018-06-14 14:27:22,"32.052113","-76.844992","8.05223",2018-06-14 14:27:22,2018-06-14 14:27:22,"34.97035","",NA,"1734.9664",2018-06-14 14:27:22
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:36:58,2018-06-14 14:36:58,"4948700","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 14:40:41,"Cnidaria Anthozoa Octocorallia Pennatulacea: Anthoptilum","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Anthoptilidae / Anthoptilum","WoRMS","Anthoptilum","Animalia","Cnidaria","","","Anthoptilidae","","","Anthozoa","","Scleralcyonacea","Anthoptilum","","",NA,"3.85573",2018-06-14 14:36:58,"32.052393","-76.845114","8.05059",2018-06-14 14:36:58,2018-06-14 14:36:58,"34.97019","",NA,"1730.7562",2018-06-14 14:36:58
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:40:00,2018-06-14 14:40:00,"1586294","SeaScribe","tara_luke","rachel_bassett",2018-06-14 14:45:17,"Chordata Actinopterygii Aulopiformes Ipnopidae:Bathypterois","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Aulopiformes / Ipnopidae / Bathypterois","WoRMS","Bathypterois","Animalia","Chordata","","","Ipnopidae","","","Teleostei","","Aulopiformes","Bathypterois","","",NA,"3.85529",2018-06-14 14:39:59,"32.05232","-76.845006","8.04643",2018-06-14 14:39:59,2018-06-14 14:39:59,"34.97129","",NA,"1731.8904",2018-06-14 14:39:59
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:53:30,2018-06-14 14:53:30,"1586424","SeaScribe","tara_luke","lauren_walling",2018-08-17 22:11:05,"Echinodermata Ophiuroidea: ","false","","","","","","biological","Biota / Animalia / Echinodermata / Ophiuroidea ","WoRMS","Ophiuroidea","Animalia","Echinodermata","","",NA,"","","Ophiuroidea","",NA,NA,"","",NA,"3.85733",2018-06-14 14:53:29,"32.052675","-76.845371","8.04555",2018-06-14 14:53:29,2018-06-14 14:53:29,"34.97035","",NA,"1723.7425",2018-06-14 14:53:29
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:53:41,2018-06-14 14:53:41,"4948730","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 14:54:28,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"3.85683",2018-06-14 14:53:40,"32.052614","-76.845337","8.05266",2018-06-14 14:53:40,2018-06-14 14:53:40,"34.97041","",NA,"1724.2365",2018-06-14 14:53:40
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:55:03,2018-06-14 14:55:03,"4948740","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 14:55:42,"Cnidaria Medusozoa Hydrozoa:","false","","","","","","biological","Biota / Animalia / Cnidaria / Hydrozoa ","WoRMS","Hydrozoa","Animalia","Cnidaria","","",NA,"","","Hydrozoa","",NA,NA,"","",NA,"3.85761",2018-06-14 14:55:03,"32.052717","-76.845363","8.04001",2018-06-14 14:55:03,2018-06-14 14:55:03,"34.97041","",NA,"1725.1793",2018-06-14 14:55:03
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 14:57:53,2018-06-14 14:57:53,"4948760","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2018-08-17 22:14:59,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae: Acanella ","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae / Acanella","WoRMS","Acanella","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea","Acanella","","",NA,"3.85827",2018-06-14 14:57:52,"32.052629","-76.845426","8.0404",2018-06-14 14:57:52,2018-06-14 14:57:52,"34.97038","",NA,"1723.0302",2018-06-14 14:57:52
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:04:37,2018-06-14 15:04:37,"4948770","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:05:27,"Cnidaria Anthozoa Hexacorallia Actiniaria:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria ","WoRMS","Actiniaria","Animalia","Cnidaria","","",NA,"","","Anthozoa","","Actiniaria",NA,"","",NA,"3.85948",2018-06-14 15:04:36,"32.05273","-76.845428","8.034",2018-06-14 15:04:36,2018-06-14 15:04:36,"34.9709","",NA,"1721.4881",2018-06-14 15:04:36
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:12:36,2018-06-14 15:12:36,"4948780","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:13:35,"Porifera: dead","false","","","","","","biological","Biota / Animalia / Porifera ","WoRMS","Porifera","Animalia","Porifera","","",NA,"","",NA,"",NA,NA,"","",NA,"3.86527",2018-06-14 15:12:35,"32.052636","-76.845692","8.03477",2018-06-14 15:12:35,2018-06-14 15:12:35,"34.97072","",NA,"1718.7147",2018-06-14 15:12:35
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:16:13,2018-06-14 15:16:13,"4948790","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2018-08-20 15:00:25,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae: Acanella ","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae / Acanella","WoRMS","Acanella","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea","Acanella","","",NA,"3.8662",2018-06-14 15:16:13,"32.053115","-76.845685","8.0311",2018-06-14 15:16:13,2018-06-14 15:16:13,"34.97114","",NA,"1716.8998",2018-06-14 15:16:13
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:21:17,2018-06-14 15:21:17,"1586654","SeaScribe","rachel_bassett","rachel_bassett",2018-06-14 15:25:33,"Echinodermata Ophiuroidea: Ophiomusium many","false","","","","","","biological","Biota / Animalia / Echinodermata / Ophiuroidea / Ophiurida / Ophiosphalmidae / Ophiomusium","WoRMS","Ophiomusium","Animalia","Echinodermata","","","Ophiosphalmidae","","","Ophiuroidea","","Ophiurida","Ophiomusium","","",NA,"3.86714",2018-06-14 15:21:17,"32.053322","-76.845209","8.03365",2018-06-14 15:21:17,2018-06-14 15:21:17,"34.97108","",NA,"1713.9373",2018-06-14 15:21:17
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:23:47,2018-06-14 15:23:47,"4948810","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:24:39,"Arthropoda Crustacea Malacostraca Decapoda Pleocyemata Paguroidea: with Cnidaria Anthozoa Hexacorallia Actiniaria: on back","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Paguroidea","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"3.86797",2018-06-14 15:23:46,"32.053221","-76.845796","8.03827",2018-06-14 15:23:46,2018-06-14 15:23:46,"34.97112","",NA,"1712.0515",2018-06-14 15:23:46
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:25:24,2018-06-14 15:25:24,"4948820","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:26:04,"Echinodermata Ophiuroidea: Ophiomusium","false","","","","","","biological","Biota / Animalia / Echinodermata / Ophiuroidea / Ophiurida / Ophiosphalmidae / Ophiomusium","WoRMS","Ophiomusium","Animalia","Echinodermata","","","Ophiosphalmidae","","","Ophiuroidea","","Ophiurida","Ophiomusium","","",NA,"3.86934",2018-06-14 15:25:23,"32.053249","-76.845992","8.02765",2018-06-14 15:25:23,2018-06-14 15:25:23,"34.97153","",NA,"1711.4534",2018-06-14 15:25:23
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:34:53,2018-06-14 15:34:53,"4948860","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:35:24,"Echinodermata Ophiuroidea: lots","false","","","","","","biological","Biota / Animalia / Echinodermata / Ophiuroidea ","WoRMS","Ophiuroidea","Animalia","Echinodermata","","",NA,"","","Ophiuroidea","",NA,NA,"","",NA,"3.86874",2018-06-14 15:34:52,"32.053395","-76.845884","8.03024",2018-06-14 15:34:52,2018-06-14 15:34:52,"34.97166","",NA,"1704.983",2018-06-14 15:34:52
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:36:33,2018-06-14 15:36:33,"4948870","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:37:10,"Cnidaria Anthozoa Octocorallia Pennatulacea: Umbellula","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Umbellulidae / Umbellula","WoRMS","Umbellula","Animalia","Cnidaria","","","Umbellulidae","","","Anthozoa","","Scleralcyonacea","Umbellula","","",NA,"3.8689",2018-06-14 15:36:32,"32.053489","-76.845956","8.02233",2018-06-14 15:36:32,2018-06-14 15:36:32,"34.97125","",NA,"1702.5603",2018-06-14 15:36:32
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:40:01,2018-06-14 15:40:01,"4948880","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:40:17,"Echinodermata Ophiuroidea:","false","","","","","","biological","Biota / Animalia / Echinodermata / Ophiuroidea ","WoRMS","Ophiuroidea","Animalia","Echinodermata","","",NA,"","","Ophiuroidea","",NA,NA,"","",NA,"3.8689",2018-06-14 15:40:00,"32.05346","-76.846105","8.02968",2018-06-14 15:40:00,2018-06-14 15:40:00,"34.97148","",NA,"1700.7044",2018-06-14 15:40:00
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:48:55,2018-06-14 15:48:55,"4948930","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:55:27,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae: Acanella","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae / Acanella","WoRMS","Acanella","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea","Acanella","","",NA,"3.87303",2018-06-14 15:48:55,"32.053694","-76.846281","8.02551",2018-06-14 15:48:55,2018-06-14 15:48:55,"34.97127","",NA,"1691.747",2018-06-14 15:48:55
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:48:55,2018-06-14 15:48:55,"4948940","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:55:50,"Arthropoda Crustacea Malacostraca Decapoda:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Decapoda","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"3.87303",2018-06-14 15:48:55,"32.053694","-76.846281","8.02551",2018-06-14 15:48:55,2018-06-14 15:48:55,"34.97127","",NA,"1691.747",2018-06-14 15:48:55
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:57:21,2018-06-14 15:57:21,"4948960","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 15:58:11,"Porifera Demospongiae: Polymastia?","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae / Polymastiida / Polymastiidae / Polymastia","WoRMS","Polymastia","Animalia","Porifera","","","Polymastiidae","","","Demospongiae","","Polymastiida","Polymastia","","",NA,"3.87331",2018-06-14 15:57:20,"32.053684","-76.846399","8.02051",2018-06-14 15:57:20,2018-06-14 15:57:20,"34.97204","",NA,"1687.1212",2018-06-14 15:57:20
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:58:31,2018-06-14 15:58:31,"1586924","SeaScribe","tara_luke","tara_luke",2018-06-14 15:58:57,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"3.87397",2018-06-14 15:58:31,"32.053741","-76.846385","8.01793",2018-06-14 15:58:31,2018-06-14 15:58:31,"34.97167","",NA,"1686.7652",2018-06-14 15:58:31
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:58:31,2018-06-14 15:58:31,"1586934","SeaScribe","tara_luke","tara_luke",2018-06-14 16:00:00,"Cnidaria Anthozoa Hexacorallia Actiniaria:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria ","WoRMS","Actiniaria","Animalia","Cnidaria","","",NA,"","","Anthozoa","","Actiniaria",NA,"","",NA,"3.87397",2018-06-14 15:58:31,"32.053741","-76.846385","8.01793",2018-06-14 15:58:31,2018-06-14 15:58:31,"34.97167","",NA,"1686.7652",2018-06-14 15:58:31
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 15:58:53,2018-06-14 15:58:53,"4948970","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:00:02,"Porifera Hexactinellida: maybe dead","false","","","","","","biological","Biota / Animalia / Porifera / Hexactinellida ","WoRMS","Hexactinellida","Animalia","Porifera","","",NA,"","","Hexactinellida","",NA,NA,"","",NA,"3.87314",2018-06-14 15:58:53,"32.053737","-76.846397","8.02508",2018-06-14 15:58:53,2018-06-14 15:58:53,"34.97109","",NA,"1686.8422",2018-06-14 15:58:53
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:04:59,2018-06-14 16:04:59,"4948980","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:05:08,"Porifera Hexactinellida:","false","","","","","","biological","Biota / Animalia / Porifera / Hexactinellida ","WoRMS","Hexactinellida","Animalia","Porifera","","",NA,"","","Hexactinellida","",NA,NA,"","",NA,"3.87419",2018-06-14 16:04:59,"32.053663","-76.846342","8.00631",2018-06-14 16:04:59,2018-06-14 16:04:59,"34.97174","",NA,"1686.9145",2018-06-14 16:04:59
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:25:26,2018-06-14 16:25:26,"4949120","SeaScribe","elizabeth_(fraser) gugliotti","shirley_pomponi",2018-06-14 18:01:40,"Porifera Demospongiae: Phakellia many","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Gadiformes / Merlucciidae / Merluccius","WoRMS","Merluccius","Animalia","Chordata","","","Merlucciidae","","","Teleostei","","Gadiformes","Merluccius","","",NA,"3.87854",2018-06-14 16:25:25,"32.05379","-76.846391","8.01924",2018-06-14 16:25:25,2018-06-14 16:25:25,"34.97256","",NA,"1685.6506",2018-06-14 16:25:25
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:31:54,2018-06-14 16:31:54,"4949150","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:36:02,"Porifera Demospongiae:Polymastia","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae / Polymastiida / Polymastiidae / Polymastia","WoRMS","Polymastia","Animalia","Porifera","","","Polymastiidae","","","Demospongiae","","Polymastiida","Polymastia","","",NA,"3.87904",2018-06-14 16:31:54,"32.053839","-76.846267","8.0153",2018-06-14 16:31:54,2018-06-14 16:31:54,"34.97161","",NA,"1683.6069",2018-06-14 16:31:54
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:36:02,2018-06-14 16:36:02,"4949160","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:41:23,"Porifera Hexactinellida:","false","","","","","","biological","Biota / Animalia / Porifera / Hexactinellida ","WoRMS","Hexactinellida","Animalia","Porifera","","",NA,"","","Hexactinellida","",NA,NA,"","",NA,"3.87965",2018-06-14 16:36:01,"32.053964","-76.846238","8.00944",2018-06-14 16:36:01,2018-06-14 16:36:01,"34.97245","",NA,"1683.8053",2018-06-14 16:36:01
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:36:03,2018-06-14 16:36:03,"1587074","SeaScribe","scott_france","scott_france",2018-06-14 16:36:25,"Porifera Demospongiae: Polymastia","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae / Polymastiida / Polymastiidae / Polymastia","WoRMS","Polymastia","Animalia","Porifera","","","Polymastiidae","","","Demospongiae","","Polymastiida","Polymastia","","",NA,"3.88031",2018-06-14 16:36:02,"32.053964","-76.846238","8.0048",2018-06-14 16:36:02,2018-06-14 16:36:02,"34.9721","",NA,"1683.8542",2018-06-14 16:36:02
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:39:58,2018-06-14 16:39:58,"1587094","SeaScribe","tara_luke","tara_luke",2018-06-14 16:40:10,"Porifera Hexactinellida:","false","","","","","","biological","Biota / Animalia / Porifera / Hexactinellida ","WoRMS","Hexactinellida","Animalia","Porifera","","",NA,"","","Hexactinellida","",NA,NA,"","",NA,"3.87965",2018-06-14 16:39:57,"32.053972","-76.846351","7.99352",2018-06-14 16:39:57,2018-06-14 16:39:57,"34.97228","",NA,"1684.1538",2018-06-14 16:39:57
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:41:24,2018-06-14 16:41:24,"4949170","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:42:24,"Porifera Demospongiae:Polymastia","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae / Polymastiida / Polymastiidae / Polymastia","WoRMS","Polymastia","Animalia","Porifera","","","Polymastiidae","","","Demospongiae","","Polymastiida","Polymastia","","",NA,"3.88444",2018-06-14 16:41:24,"32.053938","-76.846362","7.995250000000001",2018-06-14 16:41:24,2018-06-14 16:41:24,"34.97135","",NA,"1683.6798",2018-06-14 16:41:24
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:42:24,2018-06-14 16:42:24,"4949180","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-14 16:44:04,"Porifera Demospongiae: Phakellia","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Gadiformes / Merlucciidae / Merluccius","WoRMS","Merluccius","Animalia","Chordata","","","Merlucciidae","","","Teleostei","","Gadiformes","Merluccius","","",NA,"3.88075",2018-06-14 16:42:24,"32.053778","-76.846272","8.00013",2018-06-14 16:42:24,2018-06-14 16:42:24,"34.97301","",NA,"1683.495",2018-06-14 16:42:24
"NOAA OER Mid and Southeast US (EX1806)","EX1806","01","1213",2018-06-14 16:45:21,2018-06-14 16:45:21,"1587124","SeaScribe","rachel_bassett","rachel_bassett",2018-06-14 16:45:40,"Cnidaria Anthozoa Octocorallia Pennatulacea:","false","","","","","","biological","Biota ","WoRMS","Pennatulacea",NA,NA,"","",NA,"","",NA,"",NA,NA,"","",NA,"3.88108",2018-06-14 16:45:20,"32.053774","-76.846309","8.00698",2018-06-14 16:45:20,2018-06-14 16:45:20,"34.97218","",NA,"1683.8605",2018-06-14 16:45:20
