"Cruise_Name","cruise","dive_number","Dive_ID","start_date_time_UTC","end_date_time_UTC","Annotation_ID","Annotation_Source","creator","modifier","modified_date_UTC","Comment","To_Be_Reviewed","positive_reviews","total_reviews","Geoform","Geoform_Origin","Geoform_Type","annotation_type","Taxon_Path","Taxonomy","Taxon","Kingdom","Phylum","Subphylum","Superfamily","Family","Subfamily","Superclass","Class","Superorder","Order","Genus","Species","ROV1_tempC","ROV1_tempC_time","ROV1_tempC_SBE","ROV1_tempC_SBE_time","ROV1_lat_dd","ROV1_lon_dd","ROV1_O2_mgL","ROV1_O2_mgL_time","ROV1_S_psu_time","ROV1_S_psu","ROV1_t_FTU","ROV1_t_FTU_time","ROV1_depth_m","ROV1_depth_m_time"
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:13:08,2018-06-21 20:13:08,"1606454","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:13:12,"Echinodermata Crinoidea Articulata:","false","","","","","","biological","Biota / Animalia / Echinodermata / Crinoidea ","WoRMS","Articulata","Animalia","Echinodermata","","",NA,"","","Crinoidea","",NA,NA,"","",NA,"8.05782",2018-06-21 20:13:08,"31.769826","-77.363195","4.98515",2018-06-21 20:13:08,2018-06-21 20:13:08,"35.12191","",NA,"789.3529",2018-06-21 20:13:08
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:14:03,2018-06-21 20:14:03,"1606474","SeaScribe","ren_dcel","ren_dcel",2018-06-21 20:14:33,"Cnidaria Anthozoa Octocorallia Alcyonacea Calcaxonia Primnoidae: Plumarella many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Primnoidae / Plumarella","WoRMS","Plumarella","Animalia","Cnidaria","","","Primnoidae","","","Anthozoa","","Scleralcyonacea","Plumarella","","",NA,"8.01712",2018-06-21 20:14:03,"31.769807","-77.363185","4.9996",2018-06-21 20:14:03,2018-06-21 20:14:03,"35.11989","",NA,"790.8167",2018-06-21 20:14:03
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:14:40,2018-06-21 20:14:40,"1606484","SeaScribe","ren_dcel","ren_dcel",2018-06-21 20:15:08,"Cnidaria Anthozoa Octocorallia Alcyonacea: Aquaumbridae many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Malacalcyonacea / Aquaumbridae ","WoRMS","Aquaumbridae","Animalia","Cnidaria","","","Aquaumbridae","","","Anthozoa","","Malacalcyonacea",NA,"","",NA,"8.05033",2018-06-21 20:14:40,"31.769733","-77.363154","5.01593",2018-06-21 20:14:40,2018-06-21 20:14:40,"35.12065","",NA,"790.951",2018-06-21 20:14:40
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:14:40,2018-06-21 20:14:40,"1606494","SeaScribe","ren_dcel","ren_dcel",2018-06-21 20:15:25,"Cnidaria Anthozoa Octocorallia Alcyonacea: Anthomastus many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Coralliidae / Anthomastus","WoRMS","Anthomastus","Animalia","Cnidaria","","","Coralliidae","","","Anthozoa","","Scleralcyonacea","Anthomastus","","",NA,"8.05033",2018-06-21 20:14:40,"31.769733","-77.363154","5.01593",2018-06-21 20:14:40,2018-06-21 20:14:40,"35.12065","",NA,"790.951",2018-06-21 20:14:40
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:14:40,2018-06-21 20:14:40,"1606514","SeaScribe","ren_dcel","ren_dcel",2018-06-21 20:16:07,"Cnidaria Anthozoa Octocorallia Alcyonacea:Duva florida many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Malacalcyonacea / Capnellidae / Duva","WoRMS","Duva florida","Animalia","Cnidaria","","","Capnellidae","","","Anthozoa","","Malacalcyonacea","Duva","","",NA,"8.05033",2018-06-21 20:14:40,"31.769733","-77.363154","5.01593",2018-06-21 20:14:40,2018-06-21 20:14:40,"35.12065","",NA,"790.951",2018-06-21 20:14:40
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:16:59,2018-06-21 20:16:59,"1606504","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:26:48,"Echinodermata Echinoidea:x2","false","","","","","","biological","Biota / Animalia / Echinodermata / Echinoidea ","WoRMS","Echinoidea","Animalia","Echinodermata","","",NA,"","","Echinoidea","",NA,NA,"","",NA,"8.04357",2018-06-21 20:16:58,"31.76997","-77.363036","4.97775",2018-06-21 20:16:58,2018-06-21 20:16:58,"35.11933","",NA,"791.9142",2018-06-21 20:16:58
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:18:36,2018-06-21 20:18:36,"1606524","SeaScribe","ren_dcel","ren_dcel",2018-06-21 20:19:15,"Cnidaria Anthozoa Hexacorallia Scleractinia:Lophelia Full cover 35% live","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.04501",2018-06-21 20:18:36,"31.769924","-77.363212","4.98904",2018-06-21 20:18:36,2018-06-21 20:18:36,"35.12106","",NA,"791.9099",2018-06-21 20:18:36
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:21:49,2018-06-21 20:21:49,"1606554","SeaScribe","scott_france","lauren_walling",2018-11-30 16:32:29,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae ","WoRMS","Keratoisididae","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea",NA,"","",NA,"8.07228",2018-06-21 20:21:48,"31.769897","-77.363319","4.96463",2018-06-21 20:21:48,2018-06-21 20:21:48,"35.12261","",NA,"789.1786",2018-06-21 20:21:48
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:24:17,2018-06-21 20:24:17,"1606544","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:34:26,"Echinodermata Crinoidea Articulata:","false","","","","","","biological","Biota / Animalia / Echinodermata / Crinoidea ","WoRMS","Articulata","Animalia","Echinodermata","","",NA,"","","Crinoidea","",NA,NA,"","",NA,"8.17751",2018-06-21 20:24:17,"31.769949","-77.363369","4.84162",2018-06-21 20:24:17,2018-06-21 20:24:17,"35.12348","",NA,"789.0619",2018-06-21 20:24:17
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:27:51,2018-06-21 20:27:51,"1606564","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:27:57,"Cnidaria Anthozoa Hexacorallia Scleractinia:Lophelia Full cover 35% live","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.16143",2018-06-21 20:27:50,"31.769918","-77.363032","4.88436",2018-06-21 20:27:50,2018-06-21 20:27:50,"35.12421","",NA,"787.8009",2018-06-21 20:27:50
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:28:01,2018-06-21 20:28:01,"1606574","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:28:16,"Cnidaria Anthozoa Octocorallia Alcyonacea Calcaxonia Primnoidae: Plumarella many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Primnoidae / Plumarella","WoRMS","Plumarella","Animalia","Cnidaria","","","Primnoidae","","","Anthozoa","","Scleralcyonacea","Plumarella","","",NA,"8.16663",2018-06-21 20:28:00,"31.76991","-77.363359","4.88118",2018-06-21 20:28:00,2018-06-21 20:28:00,"35.12394","",NA,"786.7813",2018-06-21 20:28:00
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:29:50,2018-06-21 20:29:50,"1606594","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:30:06,"Cnidaria Anthozoa Octocorallia Alcyonacea: Anthomastus many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Coralliidae / Anthomastus","WoRMS","Anthomastus","Animalia","Cnidaria","","","Coralliidae","","","Anthozoa","","Scleralcyonacea","Anthomastus","","",NA,"8.26821",2018-06-21 20:29:50,"31.770078","-77.363422","4.72663",2018-06-21 20:29:50,2018-06-21 20:29:50,"35.12384","",NA,"782.196",2018-06-21 20:29:50
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:29:50,2018-06-21 20:29:50,"1606604","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:45:37,"Echinodermata Crinoidea Articulata: many","false","","","","","","biological","Biota / Animalia / Echinodermata / Crinoidea ","WoRMS","Articulata","Animalia","Echinodermata","","",NA,"","","Crinoidea","",NA,NA,"","",NA,"8.26821",2018-06-21 20:29:50,"31.770078","-77.363422","4.72663",2018-06-21 20:29:50,2018-06-21 20:29:50,"35.12384","",NA,"782.196",2018-06-21 20:29:50
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:30:18,2018-06-21 20:30:18,"1606614","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:46:14,"Echinodermata Echinoidea:","false","","","","","","biological","Biota / Animalia / Echinodermata / Echinoidea ","WoRMS","Echinoidea","Animalia","Echinodermata","","",NA,"","","Echinoidea","",NA,NA,"","",NA,"8.21842",2018-06-21 20:30:18,"31.770038","-77.363455","4.75279",2018-06-21 20:30:18,2018-06-21 20:30:18,"35.12456","",NA,"785.376",2018-06-21 20:30:18
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:30:43,2018-06-21 20:30:43,"1606624","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:30:57,"Cnidaria Anthozoa Hexacorallia Scleractinia: Madrepora","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Oculinidae / Madrepora","WoRMS","Madrepora","Animalia","Cnidaria","","","Oculinidae","","","Anthozoa","","Scleractinia","Madrepora","","",NA,"8.16302",2018-06-21 20:30:43,"31.770085","-77.363421","4.84277",2018-06-21 20:30:43,2018-06-21 20:30:43,"35.12785","",NA,"785.3327",2018-06-21 20:30:43
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:31:01,2018-06-21 20:31:01,"1606634","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:47:22,"Echinodermata  Asteroidea: Peraniadae","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea ","WoRMS","Asteroidea","Animalia","Echinodermata","","",NA,"","","Asteroidea","",NA,NA,"","",NA,"8.13585",2018-06-21 20:31:00,"31.770122","-77.363434","4.8969",2018-06-21 20:31:00,2018-06-21 20:31:00,"35.12411","",NA,"785.1906",2018-06-21 20:31:00
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:31:55,2018-06-21 20:31:55,"1606654","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:32:07,"Cnidaria Anthozoa Octocorallia Alcyonacea: Duva florida many","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Malacalcyonacea / Capnellidae / Duva","WoRMS","Duva florida","Animalia","Cnidaria","","","Capnellidae","","","Anthozoa","","Malacalcyonacea","Duva","","",NA,"8.16302",2018-06-21 20:31:54,"31.770094","-77.363434","4.8758",2018-06-21 20:31:54,2018-06-21 20:31:54,"35.12364","",NA,"783.9515",2018-06-21 20:31:54
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:32:25,2018-06-21 20:32:25,"1606664","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:32:38,"Porifera: many","false","","","","","","biological","Biota / Animalia / Porifera ","WoRMS","Porifera","Animalia","Porifera","","",NA,"","",NA,"",NA,NA,"","",NA,"8.16988",2018-06-21 20:32:24,"31.770025","-77.363323","4.87115",2018-06-21 20:32:24,2018-06-21 20:32:24,"35.12379","",NA,"783.1996",2018-06-21 20:32:24
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:32:34,2018-06-21 20:32:34,"1606674","SeaScribe","rachel_bassett","lauren_walling",2018-11-30 16:49:40,"Cnidaria Anthozoa Hexacorallia Actiniaria: Venus flytrap","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria ","WoRMS","Actiniaria","Animalia","Cnidaria","","",NA,"","","Anthozoa","","Actiniaria",NA,"","",NA,"8.15699",2018-06-21 20:32:33,"31.770037","-77.36359","4.87807",2018-06-21 20:32:33,2018-06-21 20:32:33,"35.12349","",NA,"782.9417",2018-06-21 20:32:33
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:33:01,2018-06-21 20:33:01,"1606684","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:33:26,"Cnidaria Anthozoa Hexacorallia Scleractinia: Cup corals many orange - Bathypsammia?","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Dendrophylliidae / Bathypsammia","WoRMS","Bathypsammia","Animalia","Cnidaria","","","Dendrophylliidae","","","Anthozoa","","Scleractinia","Bathypsammia","","",NA,"8.16581",2018-06-21 20:33:00,"31.770017","-77.363391","4.88515",2018-06-21 20:33:00,2018-06-21 20:33:00,"35.12417","",NA,"782.9108",2018-06-21 20:33:00
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:35:48,2018-06-21 20:35:48,"1606694","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:36:27,"Cnidaria Anthozoa Hexacorallia Scleractinia: Lophelia Full cover 50% live","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.2227",2018-06-21 20:35:48,"31.770003","-77.363421","4.82993",2018-06-21 20:35:48,2018-06-21 20:35:48,"35.12217","",NA,"783.5024",2018-06-21 20:35:48
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:36:32,2018-06-21 20:36:32,"1606704","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:37:39,"Echinodermata Echinoidea: Cidaroid Pencil","false","","","","","","biological","Biota / Animalia / Echinodermata / Echinoidea / Cidaroida ","WoRMS","Cidaroida","Animalia","Echinodermata","","",NA,"","","Echinoidea","","Cidaroida",NA,"","",NA,"8.29343",2018-06-21 20:36:31,"31.770009","-77.363477","4.70795",2018-06-21 20:36:31,2018-06-21 20:36:31,"35.1247","",NA,"781.0649",2018-06-21 20:36:31
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:38:18,2018-06-21 20:38:18,"1606724","SeaScribe","rachel_bassett","lauren_walling",2018-12-03 19:49:12,"Echinodermata  Asteroidea:","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea ","WoRMS","Asteroidea","Animalia","Echinodermata","","",NA,"","","Asteroidea","",NA,NA,"","",NA,"8.32265",2018-06-21 20:38:17,"31.769976","-77.363444","4.70747",2018-06-21 20:38:17,2018-06-21 20:38:17,"35.12346","",NA,"781.8399",2018-06-21 20:38:17
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:38:32,2018-06-21 20:38:32,"1606734","SeaScribe","rachel_bassett","rachel_bassett",2018-06-21 20:38:44,"Cnidaria Anthozoa Octocorallia Alcyonacea Calcaxonia Primnoidae:Plumarella","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Primnoidae / Plumarella","WoRMS","Plumarella","Animalia","Cnidaria","","","Primnoidae","","","Anthozoa","","Scleralcyonacea","Plumarella","","",NA,"8.28304",2018-06-21 20:38:31,"31.769928","-77.363433","4.74102",2018-06-21 20:38:31,2018-06-21 20:38:31,"35.12477","",NA,"781.9462",2018-06-21 20:38:31
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:41:20,2018-06-21 20:41:20,"1606744","SeaScribe","scott_france","lauren_walling",2018-12-03 19:51:54,"Echinodermata Crinoidea Articulata: Zenometra columnaris","false","","","","","","biological","Biota / Animalia / Echinodermata / Crinoidea / Comatulida / Zenometridae / Zenometra","WoRMS","Zenometra columnaris","Animalia","Echinodermata","","","Zenometridae","","","Crinoidea","","Comatulida","Zenometra","","",NA,"8.27506",2018-06-21 20:41:20,"31.76999","-77.363432","4.77503",2018-06-21 20:41:20,2018-06-21 20:41:20,"35.12412","",NA,"782.5465",2018-06-21 20:41:20
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:44:11,2018-06-21 20:44:11,"1606754","SeaScribe","scott_france","lauren_walling",2018-12-03 19:53:45,"Top of Lophelia mound","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.19544",2018-06-21 20:44:11,"31.769962","-77.363434","4.8387",2018-06-21 20:44:11,2018-06-21 20:44:11,"35.12221","",NA,"780.8312",2018-06-21 20:44:11
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:50:43,2018-06-21 20:50:43,"1606764","SeaScribe","scott_france","lauren_walling",2018-12-03 19:59:48,"Chordata Actinopterygii: Oreo Neocyttus","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Zeiformes / Oreosomatidae / Neocyttus","WoRMS","Neocyttus","Animalia","Chordata","","","Oreosomatidae","","","Teleostei","","Zeiformes","Neocyttus","","",NA,"8.56746",2018-06-21 20:50:43,"31.769969","-77.363707","4.48781",2018-06-21 20:50:43,2018-06-21 20:50:43,"35.1262","",NA,"778.5362",2018-06-21 20:50:43
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:52:44,2018-06-21 20:52:44,"1606774","SeaScribe","scott_france","lauren_walling",2018-12-03 20:02:28,"Chordata Actinopterygii: Coral hake Laemonema melanurum x2","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Gadiformes / Moridae / Laemonema","WoRMS","Laemonema melanurum","Animalia","Chordata","","","Moridae","","","Teleostei","","Gadiformes","Laemonema","","",NA,"8.30696",2018-06-21 20:52:43,"31.767367","-77.368764","4.73122",2018-06-21 20:52:43,2018-06-21 20:52:43,"35.12363","",NA,"782.3117",2018-06-21 20:52:43
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:54:16,2018-06-21 20:54:16,"1606784","SeaScribe","scott_france","scott_france",2018-06-21 20:54:25,"Echinodermata  Asteroidea:","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea ","WoRMS","Asteroidea","Animalia","Echinodermata","","",NA,"","","Asteroidea","",NA,NA,"","",NA,"8.29564",2018-06-21 20:54:15,"31.770077","-77.363793","4.74131",2018-06-21 20:54:15,2018-06-21 20:54:15,"35.12105","",NA,"783.0002",2018-06-21 20:54:15
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 20:57:58,2018-06-21 20:57:58,"1606794","SeaScribe","scott_france","lauren_walling",2018-12-03 20:07:23,"Porifera Demospongiae: ""chimney"" sponge","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae ","WoRMS","Demospongiae","Animalia","Porifera","","",NA,"","","Demospongiae","",NA,NA,"","",NA,"8.39877",2018-06-21 20:57:57,"31.765618","-77.361045","4.66163",2018-06-21 20:57:57,2018-06-21 20:57:57,"35.12488","",NA,"782.1127",2018-06-21 20:57:57
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:01:07,2018-06-21 21:01:07,"1606804","SeaScribe","scott_france","scott_france",2018-06-21 21:01:59,"Cnidaria Anthozoa Octocorallia Alcyonacea: Neptheidae Duva?","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Malacalcyonacea / Nephtheidae ","WoRMS","Nephtheidae","Animalia","Cnidaria","","","Nephtheidae","","","Anthozoa","","Malacalcyonacea",NA,"","",NA,"8.41536",2018-06-21 21:01:07,"31.770253","-77.363777","4.58655",2018-06-21 21:01:07,2018-06-21 21:01:07,"35.12471","",NA,"785.8028",2018-06-21 21:01:07
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:01:07,2018-06-21 21:01:07,"1606814","SeaScribe","scott_france","scott_france",2018-06-21 21:02:23,"Cnidaria Anthozoa Hexacorallia Scleractinia: Lophelia large head","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.41536",2018-06-21 21:01:07,"31.770253","-77.363777","4.58655",2018-06-21 21:01:07,2018-06-21 21:01:07,"35.12471","",NA,"785.8028",2018-06-21 21:01:07
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:03:33,2018-06-21 21:03:33,"1606824","SeaScribe","scott_france","scott_france",2018-06-21 21:03:56,"Cnidaria Anthozoa Hexacorallia Scleractinia: Madrepora","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Oculinidae / Madrepora","WoRMS","Madrepora","Animalia","Cnidaria","","","Oculinidae","","","Anthozoa","","Scleractinia","Madrepora","","",NA,"8.35463",2018-06-21 21:03:32,"31.770186","-77.364205","4.68233",2018-06-21 21:03:32,2018-06-21 21:03:32,"35.12434","",NA,"787.2823",2018-06-21 21:03:32
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:20:05,2018-06-21 21:20:05,"1606834","SeaScribe","scott_france","lauren_walling",2018-12-03 20:32:56,"Start collection Cnidaria Anthozoa Hexacorallia Scleractinia: MadreporaEX1806_DIVE07_SPEC01BIO","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Oculinidae / Madrepora","WoRMS","Madrepora","Animalia","Cnidaria","","","Oculinidae","","","Anthozoa","","Scleractinia","Madrepora","","",NA,"8.36393",2018-06-21 21:20:04,"31.770193","-77.364042","4.67309",2018-06-21 21:20:04,2018-06-21 21:20:04,"35.12532","",NA,"786.3235",2018-06-21 21:20:04
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:22:58,2018-06-21 21:22:58,"1606844","SeaScribe","scott_france","lauren_walling",2018-12-03 20:33:49,"Start collection Cnidaria Anthozoa Hexacorallia Scleractinia: LopheliaEX1806_DIVE07_SPEC02BIO","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Caryophylliidae / Desmophyllum","WoRMS","Desmophyllum","Animalia","Cnidaria","","","Caryophylliidae","","","Anthozoa","","Scleractinia","Desmophyllum","","",NA,"8.33725",2018-06-21 21:22:58,"31.770138","-77.364143","4.69688",2018-06-21 21:22:58,2018-06-21 21:22:58,"35.1246","",NA,"787.7007",2018-06-21 21:22:58
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:27:02,2018-06-21 21:27:02,"1606864","SeaScribe","scott_france","lauren_walling",2018-12-03 20:36:27,"Porifera Hexactinellida: Aphrocallistes","false","","","","","","biological","Biota / Animalia / Porifera / Hexactinellida / Sceptrulophora / Aphrocallistidae ","WoRMS","Aphrocallistidae","Animalia","Porifera","","","Aphrocallistidae","","","Hexactinellida","","Sceptrulophora",NA,"","",NA,"8.28751",2018-06-21 21:27:01,"31.770063","-77.36385","4.75558",2018-06-21 21:27:01,2018-06-21 21:27:01,"35.1249","",NA,"790.0045",2018-06-21 21:27:01
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:29:12,2018-06-21 21:29:12,"1606874","SeaScribe","scott_france","lauren_walling",2018-12-03 20:40:58,"Chordata Actinopterygii Elopmorpha Anguilliformes:","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Anguilliformes ","WoRMS","Anguilliformes","Animalia","Chordata","","",NA,"","","Teleostei","","Anguilliformes",NA,"","",NA,"8.27068",2018-06-21 21:29:12,"31.770314","-77.364106","4.77203",2018-06-21 21:29:12,2018-06-21 21:29:12,"35.12511","",NA,"790.557",2018-06-21 21:29:12
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:31:05,2018-06-21 21:31:05,"1606884","SeaScribe","scott_france","scott_france",2018-06-21 21:31:17,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae ","WoRMS","Keratoisididae","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea",NA,"","",NA,"8.29106",2018-06-21 21:31:04,"31.770305","-77.364157","4.75914",2018-06-21 21:31:04,2018-06-21 21:31:04,"35.12312","",NA,"792.9268",2018-06-21 21:31:04
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:31:26,2018-06-21 21:31:26,"1606894","SeaScribe","scott_france","lauren_walling",2018-12-03 20:42:49,"Cnidaria Anthozoa Octocorallia Alcyonacea Isididae: Keratoisis x2","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Keratoisididae / Keratoisis","WoRMS","Keratoisis","Animalia","Cnidaria","","","Keratoisididae","","","Anthozoa","","Scleralcyonacea","Keratoisis","","",NA,"8.30382",2018-06-21 21:31:25,"31.770408","-77.364132","4.78909",2018-06-21 21:31:25,2018-06-21 21:31:25,"35.12261","",NA,"793.5377",2018-06-21 21:31:25
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:35:27,2018-06-21 21:35:27,"1606904","SeaScribe","lauren_walling","lauren_walling",2018-06-21 21:35:34,"Porifera:","false","","","","","","biological","Biota / Animalia / Porifera ","WoRMS","Porifera","Animalia","Porifera","","",NA,"","",NA,"",NA,NA,"","",NA,"8.3372",2018-06-21 21:35:27,"31.770357","-77.364176","4.75084",2018-06-21 21:35:27,2018-06-21 21:35:27,"35.12967","",NA,"795.3847",2018-06-21 21:35:27
"NOAA OER Mid and Southeast US (EX1806)","EX1806","07","1283",2018-06-21 21:36:03,2018-06-21 21:36:03,"1606914","SeaScribe","scott_france","lauren_walling",2018-12-03 20:48:31,"Porifera Demospongiae: Geodia","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae / Tetractinellida / Geodiidae / Geodia","WoRMS","Geodia","Animalia","Porifera","","","Geodiidae","","","Demospongiae","","Tetractinellida","Geodia","","",NA,"8.3462",2018-06-21 21:36:02,"31.77038","-77.364175","4.72166",2018-06-21 21:36:02,2018-06-21 21:36:02,"35.12856","",NA,"794.2715",2018-06-21 21:36:02
