"Comment","Taxon","Taxon_Path"
"Chordata Actinopterygii:Perciformes:Zoarcidae Eelpouts: several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Mollusca Cephalopoda Octopodiformes: Bathypolypus bairdii","Bathypolypus bairdii","Biota / Animalia / Mollusca / Cephalopoda / Octopoda / Bathypolypodidae / Bathypolypus"
"Cnidaria Medusozoa Hydrozoa:","Hydrozoa","Biota / Animalia / Cnidaria / Hydrozoa"
"Arthropoda Pycnogonida: 6 of them:Male carrying eggs in lower right","Pycnogonida","Biota / Animalia / Arthropoda / Pycnogonida"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Unknown sessile invert","Animalia","Biota / Animalia"
"Chordata Actinopterygii:Eelpouts several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","Anomura","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Anomura"
"Chordata Actinopterygii:Eelpouts several in area","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
":Chordata Actinopterygii Elopmorpha Anguilliformes:Nemicthys: Snipe eel","Nemichthys curvirostris","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Nemichthyidae / Nemichthys"
"Mollusca Cephalopoda Decapodiformes:Illex","Illex","Biota / Animalia / Mollusca / Cephalopoda / Oegopsida / Ommastrephidae / Illex"
"Cnidaria Anthozoa Hexacorallia Ceriantharia Ceriantharia:","Ceriantharia","Biota / Animalia / Cnidaria / Anthozoa / Ceriantharia"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Chordata Actinopterygii:Eelpouts 3","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Mollusca Gastropoda: x2","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Cnidaria Anthozoa Hexacorallia Ceriantharia Ceriantharia:","Ceriantharia","Biota / Animalia / Cnidaria / Anthozoa / Ceriantharia"
"Other Vertebrate:Myxini:Myxiniformes:Myxinidae: Hagfish","Myxini","Biota / Animalia / Chordata / Myxini"
"Mollusca Gastropoda: x3","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Chordata Actinopterygii:Eelpout x2","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Chordata Actinopterygii:Eelpout several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Chordata Actinopterygii:Eelpout many in area","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Mollusca Gastropoda:3","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Other Vertebrate:Myxini:Hagfish tail","Myxini","Biota / Animalia / Chordata / Myxini"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Cnidaria Meduszoa","Cnidaria incertae sedis","Biota / Animalia / Cnidaria / Cnidaria / incertae / sedis"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Mollusca Gastropoda:","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","Anomura","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Anomura"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Mollusca Cephalopoda Decapodiformes:","Decapodiformes","Biota / Animalia / Mollusca / Cephalopoda / Decapodiformes"
"Ctenophora:3","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Anthozoa Hexacorallia Actiniaria: perhaps Edwardsiidae","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Mollusca Cephalopoda Decapodiformes:","Decapodiformes","Biota / Animalia / Mollusca / Cephalopoda / Decapodiformes"
"Chordata Actinopterygii Elopmorpha Anguilliformes:Nemicthys Snipe Eel","Nemichthys curvirostris","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Nemichthyidae / Nemichthys"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Mollusca Cephalopoda Decapodiformes: Illex","Illex","Biota / Animalia / Mollusca / Cephalopoda / Oegopsida / Ommastrephidae / Illex"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Ctenophora:2","Ctenophora","Biota / Animalia / Ctenophora"
"Arthropoda Pycnogonida:several","Pycnogonida","Biota / Animalia / Arthropoda / Pycnogonida"
"Mollusca Gastropoda:Nudibranchia","Naticidae","Biota / Animalia / Mollusca / Gastropoda / Littorinimorpha / Naticidae"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Arthropoda Pycnogonida:x2","Pycnogonida","Biota / Animalia / Arthropoda / Pycnogonida"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Arthropoda Crustacea Malacostraca Decapoda Euminididae: Euminida picta","Eumunida picta","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Eumunididae / Eumunida"
"Echinodermata Ophiuroidea:","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Ctenophora","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Anthozoa Octocorallia Alcyonacea Scleraxonia  Paragorgiidae:","Coralliidae","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Coralliidae"
"Cnidaria Anthozoa Octocorallia Alcyonacea:several","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Cnidaria Medusozoa Hydrozoa:","Hydrozoa","Biota / Animalia / Cnidaria / Hydrozoa"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Porifera:unknown","Porifera","Biota / Animalia / Porifera"
"Mollusca Cephalopoda Octopodiformes: Bathypolypus bairdii","Bathypolypus bairdii","Biota / Animalia / Mollusca / Cephalopoda / Octopoda / Bathypolypodidae / Bathypolypus"
"Chordata Actinopterygii:Eelpout","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"MOLLUSCA Bivalvia: ","Bivalvia","Biota / Animalia / Mollusca / Bivalvia"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Cnidaria Anthozoa Octocorallia Alcyonacea:","Octocorallia","Biota / Animalia / Cnidaria / Anthozoa / Octocorallia"
"Arthropoda Pycnogonida:several","Pycnogonida","Biota / Animalia / Arthropoda / Pycnogonida"
"Chordata Actinopterygii:Eelpout several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Cnidaria Meduszoa Cyanea","Cyanea","Biota / Animalia / Cnidaria / Scyphozoa / Semaeostomeae / Cyaneidae / Cyanea"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Cnidaria Anthozoa Hexacorallia Actiniaria:","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Chordata Actinopterygii Gadiformes Macrouridae:","Macrouridae","Biota / Animalia / Chordata / Teleostei / Gadiformes / Macrouridae"
"Chordata Actinopterygii:Toadfish or wrymouth","Teleostei","Biota / Animalia / Chordata / Teleostei"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura: Cancer","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Meduszoa Cyanea","Cyanea","Biota / Animalia / Cnidaria / Scyphozoa / Semaeostomeae / Cyaneidae / Cyanea"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura: Cancer ","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Ctenophora: check this one","Ctenophora","Biota / Animalia / Ctenophora"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura: Cancer","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Mollusca Gastropoda:5","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Ctenophora:Beroe?","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Chordata Tunicata Thaliacea Salpida:","Salpida","Biota / Animalia / Chordata / Thaliacea / Salpida"
"Cnidaria Hydrozoa  Siphonophorae:","Siphonophorae","Biota / Animalia / Cnidaria / Hydrozoa / Siphonophorae"
"Chordata Actinopterygii:Eelpout several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura:Cancer","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Cnidaria Anthozoa Hexacorallia Actiniaria:","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Cnidaria Meduszoa","Cnidaria incertae sedis","Biota / Animalia / Cnidaria / Cnidaria / incertae / sedis"
"Cnidaria Meduszoa","Cnidaria incertae sedis","Biota / Animalia / Cnidaria / Cnidaria / incertae / sedis"
"Chordata Actinopterygii Gadiformes Macrouridae:","Macrouridae","Biota / Animalia / Chordata / Teleostei / Gadiformes / Macrouridae"
"Chordata Actinopterygii Elopmorpha Anguilliformes:Nemicthys Snipe eel x2","Nemichthys curvirostris","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Nemichthyidae / Nemichthys"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura:Cancer","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Cnidaria Meduszoa Cyanea","Cyanea","Biota / Animalia / Cnidaria / Scyphozoa / Semaeostomeae / Cyaneidae / Cyanea"
"Chordata Actinopterygii:Eelpouts several","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Chordata Actinopterygii:Eelpouts many","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Cnidaria Meduszoa Cyanea","Cyanea","Biota / Animalia / Cnidaria / Scyphozoa / Semaeostomeae / Cyaneidae / Cyanea"
"Cnidaria Meduszoa: Cyanea","Cyanea","Biota / Animalia / Cnidaria / Scyphozoa / Semaeostomeae / Cyaneidae / Cyanea"
"Chordata Actinopterygii:Eelpouts many","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Arthropoda Crustacea Malacostraca Decapoda Brachyura: Cancer","Cancer","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Cancridae / Cancer"
"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea  Chirostyloidea  or Euminididae:","Chirostyloidea","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Chirostyloidea"
"Mollusca Gastropoda:","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Chordata Actinopterygii Elopmorpha Anguilliformes:Nemicthys curvirostris Snipe eel","Nemichthys curvirostris","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Nemichthyidae / Nemichthys"
"Chordata Actinopterygii:Eelpouts many","Zoarcidae","Biota / Animalia / Chordata / Teleostei / Perciformes / Zoarcidae"
"Ctenophora:","Ctenophora","Biota / Animalia / Ctenophora"
"Ctenophora?","Ctenophora","Biota / Animalia / Ctenophora"
"Arthropoda Crustacea Malacostraca Decapoda Dendrobranchiata or Pleocyemata: sergistids abundant probably Eusergestes arcticus","Decapoda","Biota / Animalia / Arthropoda / Malacostraca / Decapoda"
"START EX1806_DIVE16_SPEC02BIO: Gastropoda","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"END EX1806_DIVE16_SPEC02BIO: Gastropoda","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Start EX1806_DIVE16_SPEC05BIOHyalinoecia sp.","Hyalinoecia","Biota / Animalia / Annelida / Polychaeta / Eunicida / Onuphidae / Hyalinoecia"
"End EX1806_DIVE16_SPEC05BIOHyalinoecia sp.","Hyalinoecia","Biota / Animalia / Annelida / Polychaeta / Eunicida / Onuphidae / Hyalinoecia"
"Actiniaria/Ceriantharia","Ceriantharia","Biota / Animalia / Cnidaria / Anthozoa / Ceriantharia"
"Echinodermata Ophiuroidea: many in area","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Echinodermata Echinoidea:many in area","Echinoidea","Biota / Animalia / Echinodermata / Echinoidea"
"Echinodermata Holothuroidea:x2","Holothuroidea","Biota / Animalia / Echinodermata / Holothuroidea"
"Echinodermata Holothuroidea:","Holothuroidea","Biota / Animalia / Echinodermata / Holothuroidea"
":Chordata Actinopterygii:halosaur","Halosauridae","Biota / Animalia / Chordata / Teleostei / Notacanthiformes / Halosauridae"
"Chordata Actinopterygii Elopmorpha Anguilliformes Synaphobranchidae:x2","Synaphobranchidae","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Synaphobranchidae"
"Cnidaria Anthozoa Hexacorallia Ceriantharia Ceriantharia: maybe on its side","Ceriantharia","Biota / Animalia / Cnidaria / Anthozoa / Ceriantharia"
"Echinodermata Echinoidea:","Echinoidea","Biota / Animalia / Echinodermata / Echinoidea"
"Echinodermata Echinoidea:Hygrosoma","Hygrosoma","Biota / Animalia / Echinodermata / Echinoidea / Echinothurioida / Echinothuriidae / Hygrosoma"
"Chordata Actinopterygi Ophidiiformes Ophidiidae: with urchin","Ophidiidae","Biota / Animalia / Chordata / Teleostei / Ophidiiformes / Ophidiidae"
"Porifera:","Porifera","Biota / Animalia / Porifera"
"Porifera:","Porifera","Biota / Animalia / Porifera"
"Mollusca Gastropoda:","Gastropoda","Biota / Animalia / Mollusca / Gastropoda"
"Echinodermata Ophiuroidea:","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Porifera:","Porifera","Biota / Animalia / Porifera"
"Cnidaria Anthozoa Hexacorallia Actiniaria:","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Chordata Actinopterygii:Halosaur","Halosauridae","Biota / Animalia / Chordata / Teleostei / Notacanthiformes / Halosauridae"
"Cnidaria Anthozoa Hexacorallia Scleractinia: cup coral","Scleractinia","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia"
"Echinodermata Ophiuroidea: several on rock","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Echinodermata Echinoidea:","Echinoidea","Biota / Animalia / Echinodermata / Echinoidea"
"Echinodermata Holothuroidea: Psolidae","Psolidae","Biota / Animalia / Echinodermata / Holothuroidea / Dendrochirotida / Psolidae"
"Porifera","Porifera","Biota / Animalia / Porifera"
"Echinodermata Ophiuroidea:","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Cnidaria Anthozoa Hexacorallia Actiniaria: x2","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Cnidaria Anthozoa Hexacorallia Actiniaria:","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Echinodermata Ophiuroidea:standing up on its arms","Ophiuroidea","Biota / Animalia / Echinodermata / Ophiuroidea"
"Cnidaria Anthozoa Octocorallia Alcyonacea:Paramuricea","Paramuricea","Biota / Animalia / Cnidaria / Anthozoa / Malacalcyonacea / Paramuriceidae / Paramuricea"
"Echinodermata Ophiuroidea:asteroschma on Paramuricea","Asteroschema","Biota / Animalia / Echinodermata / Ophiuroidea / Euryalida / Euryalidae / Asteroschema"
"Chordata Actinopterygii:halosaur","Halosauridae","Biota / Animalia / Chordata / Teleostei / Notacanthiformes / Halosauridae"
"Echinodermata Echinoidea: a gathering of echinoids","Echinoidea","Biota / Animalia / Echinodermata / Echinoidea"
"Cnidaria Meduszoa on seafloor surrounded but urchins","Cnidaria incertae sedis","Biota / Animalia / Cnidaria / Cnidaria / incertae / sedis"
"Echinodermata Echinoidea:  feeding aggregation long-spined urchins","Echinoidea","Biota / Animalia / Echinodermata / Echinoidea"
"Cnidaria Anthozoa Hexacorallia Actiniaria:x3","Actiniaria","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria"
"Echinodermata Holothuroidea:  Possible psolid  brown  very flat tentacles not extended","Psolidae","Biota / Animalia / Echinodermata / Holothuroidea / Dendrochirotida / Psolidae"
"Echinodermata  Asteroidea:brisingids","Brisingida","Biota / Animalia / Echinodermata / Asteroidea / Brisingida"
"Porifera Hexactinellida:","Hexactinellida","Biota / Animalia / Porifera / Hexactinellida"
"Cnidaria Medusozoa Hydrozoa:corymorphid solitary hydroid","Corymorphidae","Biota / Animalia / Cnidaria / Hydrozoa / Anthoathecata / Corymorphidae"
"Cnidaria Anthozoa Octocorallia Alcyonacea Calcaxonia Chrysogorgiidae:","Chrysogorgiidae","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Chrysogorgiidae"
"Start EX1806_DIVE17_SPEC01BIO: Chrysogorgia","Chrysogorgiidae","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Chrysogorgiidae"
"End EX1806_DIVE17_SPEC01BIO: Chrysogorgia","Chrysogorgiidae","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Chrysogorgiidae"
"Echinodermata  Asteroidea:brisingid","Brisingida","Biota / Animalia / Echinodermata / Asteroidea / Brisingida"
"Cnidaria Anthozoa Octocorallia Alcyonacea:Anthomastus","Anthomastus","Biota / Animalia / Cnidaria / Anthozoa / Scleralcyonacea / Coralliidae / Anthomastus"
